health_system,variable,iter,chain,mean,variance
B,syst_bp_mean,4,Chain 3,137.137179487179,596.110450208706
B,syst_bp_mean,4,Chain 4,134.669230769231,651.060286225403
B,syst_bp_mean,4,Chain 5,134.9,663.191472868217
B,syst_bp_mean,5,Chain 1,135.721678321678,635.631847504152
B,syst_bp_mean,5,Chain 2,129.153846153846,546.828861061419
B,syst_bp_mean,5,Chain 3,136.126153846154,586.326907573047
B,syst_bp_mean,5,Chain 4,128.898717948718,628.297371297953
B,syst_bp_mean,5,Chain 5,126.673986013986,567.187044338326
B,diast_bp_mean,1,Chain 1,77.3022388059702,212.818115250814
B,diast_bp_mean,1,Chain 2,76.3047263681592,204.183344243694
B,diast_bp_mean,1,Chain 3,79.0223880597015,177.459645382112
B,diast_bp_mean,1,Chain 4,76.1708955223881,196.604936034115
B,diast_bp_mean,1,Chain 5,79.2696517412935,171.469732041547
B,diast_bp_mean,2,Chain 1,74.8845771144279,177.173076971035
B,diast_bp_mean,2,Chain 2,78.3407960199005,167.076384992332
B,diast_bp_mean,2,Chain 3,77.7253731343284,184.71318594995
B,diast_bp_mean,2,Chain 4,75.3970149253731,185.643900796768
B,diast_bp_mean,2,Chain 5,74.4186567164179,176.723634272248
B,diast_bp_mean,3,Chain 1,76.4664179104478,199.567660756369
B,diast_bp_mean,3,Chain 2,77.2805970149254,204.086688362698
B,diast_bp_mean,3,Chain 3,77.8088308457711,184.431201713862
B,diast_bp_mean,3,Chain 4,77.8686567164179,203.182017730894
B,diast_bp_mean,3,Chain 5,76.1537313432836,199.440950884674
B,diast_bp_mean,4,Chain 1,73.281592039801,172.299792266736
B,diast_bp_mean,4,Chain 2,76.9388059701493,194.396527886881
B,diast_bp_mean,4,Chain 3,75.7582089552239,134.862563685333
B,diast_bp_mean,4,Chain 4,74.2893034825871,161.555415217147
B,diast_bp_mean,4,Chain 5,79.292039800995,207.353302909014
B,diast_bp_mean,5,Chain 1,78.1119402985075,216.999405229492
B,diast_bp_mean,5,Chain 2,74.4218905472637,177.045264903552
B,diast_bp_mean,5,Chain 3,74.2859452736319,148.979560795646
B,diast_bp_mean,5,Chain 4,73.2894278606965,189.551693989327
B,diast_bp_mean,5,Chain 5,77.910447761194,193.79643137695
B,o2_sat_mean,1,Chain 1,96.7216439534639,13.1842053920376
B,o2_sat_mean,1,Chain 2,95.2768018309156,13.2625684172167
B,o2_sat_mean,1,Chain 3,96.9800703991037,11.2061658313219
B,o2_sat_mean,1,Chain 4,96.2481157573031,12.3886846450928
B,o2_sat_mean,1,Chain 5,96.0312985760328,11.2281514624184
B,o2_sat_mean,2,Chain 1,96.1334448406835,11.1668372721393
B,o2_sat_mean,2,Chain 2,96.4411376610644,11.4246074534158
B,o2_sat_mean,2,Chain 3,96.5353639896623,13.4454391940335
B,o2_sat_mean,2,Chain 4,96.1863150917731,11.7170905437958
B,o2_sat_mean,2,Chain 5,96.1308647426893,14.2998218737459
B,o2_sat_mean,3,Chain 1,96.6292318591429,11.9500458130912
B,o2_sat_mean,3,Chain 2,96.6635021880337,11.9315842847534
B,o2_sat_mean,3,Chain 3,96.5101390651228,9.35426941592731
B,o2_sat_mean,3,Chain 4,96.7972903492335,11.4733513323126
B,o2_sat_mean,3,Chain 5,96.654338747927,9.15581907996052
B,o2_sat_mean,4,Chain 1,96.8406868317376,12.0000674112978
B,o2_sat_mean,4,Chain 2,96.525392258532,11.3297176762192
B,o2_sat_mean,4,Chain 3,96.7931074161251,10.9549666205328
B,o2_sat_mean,4,Chain 4,95.9761157363218,10.4653455057451
B,o2_sat_mean,4,Chain 5,96.899751726763,10.0454626957377
B,o2_sat_mean,5,Chain 1,96.4423008090131,12.0530185760084
B,o2_sat_mean,5,Chain 2,96.1296871987922,14.3866304530785
B,o2_sat_mean,5,Chain 3,96.8525854227383,10.4746455354407
B,o2_sat_mean,5,Chain 4,96.0755157371004,11.5381335696659
B,o2_sat_mean,5,Chain 5,96.4024681762352,11.6603842600028
C,bmi,1,Chain 1,28.484590131336,11.5042916804555
C,bmi,1,Chain 2,26.8757142857143,25.0135952380952
C,bmi,1,Chain 3,32.5771428571429,41.4799571428572
C,bmi,1,Chain 4,29.4057142857143,22.7281619047619
C,bmi,1,Chain 5,30.2233474681492,32.6239373375237
C,bmi,2,Chain 1,30.9616934855427,37.0477605931136
C,bmi,2,Chain 2,28.0031220569713,17.3289655740243
C,bmi,2,Chain 3,30.7342857142857,44.0875285714286
C,bmi,2,Chain 4,31.0103044170503,25.5183024112107
C,bmi,2,Chain 5,30.3231615599074,38.2729809694051
C,bmi,3,Chain 1,27.8700395029362,11.7843089100078
C,bmi,3,Chain 2,30.5631220569713,50.581983153716
C,bmi,3,Chain 3,29.7387968397494,46.5626798249566
C,bmi,3,Chain 4,29.2530825540351,23.6884448147679
C,bmi,3,Chain 5,31.5530825540351,33.3550351081128
C,bmi,4,Chain 1,29.8200395029362,24.0722291716484
C,bmi,4,Chain 2,27.7345111254637,39.2422816169466
C,bmi,4,Chain 3,32.3643252172219,18.996056560646
C,bmi,4,Chain 4,31.1671428571429,28.4265904761905
C,bmi,4,Chain 5,29.7733869710854,18.6367523175234
C,bmi,5,Chain 1,34.2261651080702,18.6667060879561
C,bmi,5,Chain 2,32.1545111254637,12.2562568763311
C,bmi,5,Chain 3,29.9215075773009,57.3753872606468
C,bmi,5,Chain 4,26.8371428571429,43.5037571428571
C,bmi,5,Chain 5,30.2443252172219,13.2854853018368
C,temp_c_mean,1,Chain 1,36.9613702572957,0.0762267840503459
C,temp_c_mean,1,Chain 2,36.8879844511214,0.0644160838470667
C,temp_c_mean,1,Chain 3,36.7898363029733,0.020682403222802
C,temp_c_mean,1,Chain 4,36.8927019027474,0.052685125220223
C,temp_c_mean,1,Chain 5,36.875514474024,0.00226158909098259
C,temp_c_mean,2,Chain 1,36.9524351415911,0.0432948194786769
C,temp_c_mean,2,Chain 2,36.9422021152,0.0175467538419959
C,temp_c_mean,2,Chain 3,36.8796179508691,0.00252546218243188
C,temp_c_mean,2,Chain 4,36.85144039995,0.0144846724833345
C,temp_c_mean,2,Chain 5,36.8829931790239,0.000856947683798562
C,temp_c_mean,3,Chain 1,36.8455680379832,0.0378846070552564
C,temp_c_mean,3,Chain 2,36.8894169784663,0.0549251828773915
C,temp_c_mean,3,Chain 3,36.9603755156546,0.0148208786958263
C,temp_c_mean,3,Chain 4,36.9125988289951,0.0121811773179244
C,temp_c_mean,3,Chain 5,36.9228958158351,0.0485160736852125
C,temp_c_mean,4,Chain 1,36.8326837097562,0.0123913780733848
C,temp_c_mean,4,Chain 2,36.8322213993095,0.027034317991449
C,temp_c_mean,4,Chain 3,36.8857967865772,0.0116686140001644
C,temp_c_mean,4,Chain 4,37.1079833600032,0.0971637739720089
C,temp_c_mean,4,Chain 5,36.856174494091,0.000850315193555972
C,temp_c_mean,5,Chain 1,36.9635935706362,0.127998071593521
C,temp_c_mean,5,Chain 2,36.7657075738218,0.0271533297441184
C,temp_c_mean,5,Chain 3,36.9264662297255,0.0840418373134455
C,temp_c_mean,5,Chain 4,36.8806126925103,0.0641121165901369
C,temp_c_mean,5,Chain 5,37.0276757951436,0.0730473071581598
C,heart_rate_mean,1,Chain 1,66.737152882731,14.3619951579945
C,heart_rate_mean,1,Chain 2,64.8422917296386,14.3619951579945
C,heart_rate_mean,1,Chain 3,63.8948611530924,11.4895961263956
C,heart_rate_mean,1,Chain 4,65.7897223061848,15.3194615018608
C,heart_rate_mean,1,Chain 5,66.737152882731,14.3619951579945
C,heart_rate_mean,2,Chain 1,65.3160070179117,15.0800949158943
C,heart_rate_mean,2,Chain 2,65.7897223061848,15.3194615018608
C,heart_rate_mean,2,Chain 3,66.737152882731,14.3619951579945
C,heart_rate_mean,2,Chain 4,66.2634375944579,15.0800949158943
C,heart_rate_mean,2,Chain 5,64.8422917296386,14.3619951579945
C,heart_rate_mean,3,Chain 1,65.3160070179117,15.0800949158943
C,heart_rate_mean,3,Chain 2,66.737152882731,14.3619951579945
C,heart_rate_mean,3,Chain 3,64.3685764413655,13.1651622281617
C,heart_rate_mean,3,Chain 4,66.737152882731,14.3619951579945
C,heart_rate_mean,3,Chain 5,66.2634375944579,15.0800949158943
C,heart_rate_mean,4,Chain 1,65.3160070179117,15.0800949158943
C,heart_rate_mean,4,Chain 2,66.737152882731,14.3619951579945
C,heart_rate_mean,4,Chain 3,65.3160070179117,15.0800949158943
C,heart_rate_mean,4,Chain 4,66.737152882731,14.3619951579945
C,heart_rate_mean,4,Chain 5,66.737152882731,14.3619951579945
C,heart_rate_mean,5,Chain 1,65.3160070179117,15.0800949158943
C,heart_rate_mean,5,Chain 2,66.737152882731,14.3619951579945
C,heart_rate_mean,5,Chain 3,64.3685764413655,13.1651622281617
C,heart_rate_mean,5,Chain 4,64.8422917296386,14.3619951579945
C,heart_rate_mean,5,Chain 5,65.7897223061848,15.3194615018608
C,resp_rate_mean,1,Chain 1,16.969696969697,3.01010101010101
C,resp_rate_mean,1,Chain 2,17.9727272727273,2.60151515151515
C,resp_rate_mean,1,Chain 3,18.0787878787879,3.36494949494949
C,resp_rate_mean,1,Chain 4,18.0666666666667,3.53866666666667
C,resp_rate_mean,1,Chain 5,17.3151515151515,3.28785858585858
C,resp_rate_mean,2,Chain 1,17.430303030303,4.03654545454545
C,resp_rate_mean,2,Chain 2,16.7757575757576,1.55090909090909
C,resp_rate_mean,2,Chain 3,16.3787878787879,1.8449494949495
C,resp_rate_mean,2,Chain 4,17.2151515151515,4.01919191919192
C,resp_rate_mean,2,Chain 5,16.9121212121212,3.62272727272727
C,resp_rate_mean,3,Chain 1,17.6848484848485,1.92363636363636
C,resp_rate_mean,3,Chain 2,17.8242424242424,1.33179797979798
C,resp_rate_mean,3,Chain 3,17.6575757575758,3.63957575757576
C,resp_rate_mean,3,Chain 4,17.1212121212121,0.956060606060606
C,resp_rate_mean,3,Chain 5,17.8969696969697,1.01010101010101
C,resp_rate_mean,4,Chain 1,17.6515151515152,3.21919191919192
C,resp_rate_mean,4,Chain 2,17.8848484848485,1.3289696969697
C,resp_rate_mean,4,Chain 3,17.1666666666667,2.56666666666667
C,resp_rate_mean,4,Chain 4,16.1969696969697,1.52676767676768
C,resp_rate_mean,4,Chain 5,17.4575757575758,3.40090909090909
C,resp_rate_mean,5,Chain 1,16.8787878787879,0.778282828282828
C,resp_rate_mean,5,Chain 2,16.8060606060606,2.00373737373737
C,resp_rate_mean,5,Chain 3,15.9545454545455,2.37272727272727
C,resp_rate_mean,5,Chain 4,16.7,2.89333333333333
C,resp_rate_mean,5,Chain 5,17.6545454545455,1.97939393939394
C,syst_bp_mean,1,Chain 1,144.454545454545,80.9527272727273
C,syst_bp_mean,1,Chain 2,135.090909090909,254.290909090909
C,syst_bp_mean,1,Chain 3,130.109090909091,119.674909090909
C,syst_bp_mean,1,Chain 4,125.945454545455,56.7127272727273
C,syst_bp_mean,1,Chain 5,132.709090909091,128.218909090909
C,syst_bp_mean,2,Chain 1,131.181818181818,122.163636363636
C,syst_bp_mean,2,Chain 2,136.236363636364,135.902545454546
C,syst_bp_mean,2,Chain 3,134.327272727273,151.186181818182
C,syst_bp_mean,2,Chain 4,135.636363636364,271.854545454546
C,syst_bp_mean,2,Chain 5,133.981818181818,219.251636363636
C,syst_bp_mean,3,Chain 1,133.109090909091,103.354909090909
C,syst_bp_mean,3,Chain 2,131.345454545455,151.400727272727
C,syst_bp_mean,3,Chain 3,135.272727272727,184.618181818182
C,syst_bp_mean,3,Chain 4,129.090909090909,164.890909090909
C,syst_bp_mean,3,Chain 5,130.363636363636,96.2545454545455
C,syst_bp_mean,4,Chain 1,145.036363636364,141.094545454545
C,syst_bp_mean,4,Chain 2,129.472727272727,124.682181818182
C,syst_bp_mean,4,Chain 3,129.290909090909,127.234909090909
C,syst_bp_mean,4,Chain 4,139.709090909091,125.498909090909
C,syst_bp_mean,4,Chain 5,133.345454545455,110.280727272727
C,syst_bp_mean,5,Chain 1,133.981818181818,219.251636363636
C,syst_bp_mean,5,Chain 2,132.763636363636,169.894545454545
C,syst_bp_mean,5,Chain 3,140.654545454545,134.816727272727
C,syst_bp_mean,5,Chain 4,138.090909090909,237.490909090909
C,syst_bp_mean,5,Chain 5,138.290909090909,93.2749090909091
C,diast_bp_mean,1,Chain 1,76.3333333333333,55.8787878787879
C,diast_bp_mean,1,Chain 2,80.5833333333333,64.4469696969697
C,diast_bp_mean,1,Chain 3,80.5833333333333,44.9924242424242
C,diast_bp_mean,1,Chain 4,82.0833333333333,47.1742424242424
C,diast_bp_mean,1,Chain 5,82.5,33.3636363636364
C,diast_bp_mean,2,Chain 1,82.25,48.5681818181818
C,diast_bp_mean,2,Chain 2,82.1666666666667,47.969696969697
C,diast_bp_mean,2,Chain 3,84.9166666666667,14.6287878787879
C,diast_bp_mean,2,Chain 4,83.75,25.6590909090909
C,diast_bp_mean,2,Chain 5,81.6666666666667,60.7878787878788
C,diast_bp_mean,3,Chain 1,82.4166666666667,50.0833333333333
C,diast_bp_mean,3,Chain 2,79.25,79.6590909090909
C,diast_bp_mean,3,Chain 3,84.0833333333333,29.3560606060606
C,diast_bp_mean,3,Chain 4,81.1666666666667,53.4242424242424
C,diast_bp_mean,3,Chain 5,79.5,85.5454545454546
C,diast_bp_mean,4,Chain 1,82.75,34.9318181818182
C,diast_bp_mean,4,Chain 2,84.5,30.8181818181818
C,diast_bp_mean,4,Chain 3,82.8333333333333,35.4242424242424
C,diast_bp_mean,4,Chain 4,83.5833333333333,24.6287878787879
C,diast_bp_mean,4,Chain 5,83,38.9090909090909
C,diast_bp_mean,5,Chain 1,84.5833333333333,30.9924242424242
C,diast_bp_mean,5,Chain 2,82.4166666666667,32.4469696969697
C,diast_bp_mean,5,Chain 3,81.3333333333333,57.8787878787879
C,diast_bp_mean,5,Chain 4,81.4166666666667,58.4469696969697
C,diast_bp_mean,5,Chain 5,82.6666666666667,34.2424242424242
C,o2_sat_mean,1,Chain 1,94.39739791159,1.73888999799234
C,o2_sat_mean,1,Chain 2,96.6666666666667,1.75
C,o2_sat_mean,1,Chain 3,95.4614624898467,1.43025478590845
C,o2_sat_mean,1,Chain 4,95.2222222222222,5.19444444444445
C,o2_sat_mean,1,Chain 5,94.5085090227011,2.25065163120595
C,o2_sat_mean,2,Chain 1,95.6196201338122,2.09049018556427
C,o2_sat_mean,2,Chain 2,96.7777777777778,3.19444444444444
C,o2_sat_mean,2,Chain 3,95.39739791159,1.59474469691483
C,o2_sat_mean,2,Chain 4,96.0640645782567,1.99864782952982
C,o2_sat_mean,2,Chain 5,95.5555555555556,2.27777777777778
C,o2_sat_mean,3,Chain 1,95.8888888888889,5.11111111111111
C,o2_sat_mean,3,Chain 2,97.1751756893678,3.19959749499925
C,o2_sat_mean,3,Chain 3,96.6666666666667,0.25
C,o2_sat_mean,3,Chain 4,95.7307312449233,1.54669626322232
C,o2_sat_mean,3,Chain 5,95.7307312449233,2.29669626322232
C,o2_sat_mean,4,Chain 1,95.8418423560344,4.7251245631026
C,o2_sat_mean,4,Chain 2,95.5555555555556,4.52777777777778
C,o2_sat_mean,4,Chain 3,97.3503513787356,4.83015031517117
C,o2_sat_mean,4,Chain 4,96.4444444444445,3.27777777777778
C,o2_sat_mean,4,Chain 5,95.8418423560344,0.9751245631026
C,o2_sat_mean,5,Chain 1,96.4444444444445,2.52777777777778
C,o2_sat_mean,5,Chain 2,97.1751756893678,3.19959749499925
C,o2_sat_mean,5,Chain 3,94.9699715125478,1.19121687988782
C,o2_sat_mean,5,Chain 4,96.3333333333333,6.25
C,o2_sat_mean,5,Chain 5,96.39739791159,5.95059939583731
D,race,1,Chain 1,1.08333333333333,0.0833333333333333
D,race,1,Chain 2,2.08333333333333,3.71969696969697
D,race,1,Chain 3,1.66666666666667,2.60606060606061
D,race,1,Chain 4,1.33333333333333,0.424242424242424
D,race,1,Chain 5,1.33333333333333,1.33333333333333
D,race,2,Chain 1,1.41666666666667,0.628787878787879
D,race,2,Chain 2,1,0
D,race,2,Chain 3,1.66666666666667,2.24242424242424
D,race,2,Chain 4,1.91666666666667,3.71969696969697
D,race,2,Chain 5,1.08333333333333,0.0833333333333333
D,race,3,Chain 1,1.66666666666667,2.24242424242424
D,race,3,Chain 2,1.58333333333333,2.26515151515152
D,race,3,Chain 3,2,3.63636363636364
D,race,3,Chain 4,1.91666666666667,2.62878787878788
D,race,3,Chain 5,1.91666666666667,3.71969696969697
D,race,4,Chain 1,1.08333333333333,0.0833333333333333
D,race,4,Chain 2,1.08333333333333,0.0833333333333333
D,race,4,Chain 3,2.33333333333333,3.87878787878788
D,race,4,Chain 4,1,0
D,race,4,Chain 5,1.5,2.09090909090909
D,race,5,Chain 1,1.5,2.09090909090909
D,race,5,Chain 2,2.08333333333333,3.71969696969697
D,race,5,Chain 3,2.33333333333333,4.96969696969697
D,race,5,Chain 4,1.25,0.386363636363636
D,race,5,Chain 5,1.66666666666667,2.60606060606061
D,ethnicity,1,Chain 1,1.1,0.1
D,ethnicity,1,Chain 2,1.1,0.1
D,ethnicity,1,Chain 3,1,0
D,ethnicity,1,Chain 4,1.1,0.1
D,ethnicity,1,Chain 5,1.2,0.177777777777778
D,ethnicity,2,Chain 1,1.2,0.177777777777778
D,ethnicity,2,Chain 2,1.2,0.177777777777778
D,ethnicity,2,Chain 3,1.1,0.1
D,ethnicity,2,Chain 4,1.3,0.233333333333333
D,ethnicity,2,Chain 5,1.2,0.177777777777778
D,ethnicity,3,Chain 1,1.2,0.177777777777778
D,ethnicity,3,Chain 2,1.1,0.1
D,ethnicity,3,Chain 3,1,0
D,ethnicity,3,Chain 4,1,0
D,ethnicity,3,Chain 5,1.2,0.177777777777778
D,ethnicity,4,Chain 1,1.4,0.266666666666667
D,ethnicity,4,Chain 2,1.1,0.1
D,ethnicity,4,Chain 3,1.1,0.1
D,ethnicity,4,Chain 4,1.1,0.1
D,ethnicity,4,Chain 5,1.3,0.233333333333333
D,ethnicity,5,Chain 1,1.2,0.177777777777778
D,ethnicity,5,Chain 2,1.2,0.177777777777778
D,ethnicity,5,Chain 3,1.1,0.1
D,ethnicity,5,Chain 4,1.1,0.1
D,ethnicity,5,Chain 5,1.5,0.277777777777778
D,bmi,1,Chain 1,30.8419361461451,43.6403477771063
D,bmi,1,Chain 2,30.0763593276621,34.8008279164561
D,bmi,1,Chain 3,31.2409720619654,43.7285627520227
D,bmi,1,Chain 4,30.4030249375299,45.7627821918562
D,bmi,1,Chain 5,31.053805404739,42.6770047011803
D,bmi,2,Chain 1,30.3292486320832,36.9559669874914
D,bmi,2,Chain 2,31.2347234644531,39.3837680986017
D,bmi,2,Chain 3,30.5300883221576,44.314090180729
D,bmi,2,Chain 4,30.5823543068066,43.0485006510944
D,bmi,2,Chain 5,30.3100055436032,37.1781866057951
D,bmi,3,Chain 1,30.5776963474204,39.2689930507636
D,bmi,3,Chain 2,29.6759994186417,36.7985052965327
D,bmi,3,Chain 3,30.7573707060621,49.084085126705
D,bmi,3,Chain 4,30.7551237404097,47.1132166302627
D,bmi,3,Chain 5,30.3182956978336,44.4717367816495
D,bmi,4,Chain 1,29.8736241883929,44.9121985821435
D,bmi,4,Chain 2,30.0353023155385,36.0861213261648
D,bmi,4,Chain 3,30.9298937054635,42.9649806400766
D,bmi,4,Chain 4,30.0473457700709,40.1945762028759
D,bmi,4,Chain 5,30.5391557866878,43.7037987139987
D,bmi,5,Chain 1,30.2866303056852,37.6995219091803
D,bmi,5,Chain 2,30.1882184732576,38.8828044089642
D,bmi,5,Chain 3,30.3824494263347,38.904748710461
D,bmi,5,Chain 4,31.2703552147309,46.9720217249667
D,bmi,5,Chain 5,30.6578002019025,43.1149105638723
D,marital_status,1,Chain 1,2,0.5
D,marital_status,1,Chain 2,1.84615384615385,0.807692307692308
D,marital_status,1,Chain 3,1.92307692307692,0.243589743589744
D,marital_status,1,Chain 4,1.92307692307692,1.07692307692308
D,marital_status,1,Chain 5,1.69230769230769,0.230769230769231
D,marital_status,2,Chain 1,1.76923076923077,0.858974358974359
D,marital_status,2,Chain 2,1.38461538461538,0.256410256410256
D,marital_status,2,Chain 3,1.84615384615385,0.307692307692308
D,marital_status,2,Chain 4,1.69230769230769,0.230769230769231
D,marital_status,2,Chain 5,1.53846153846154,0.269230769230769
D,marital_status,3,Chain 1,1.76923076923077,0.192307692307692
D,marital_status,3,Chain 2,2,0.166666666666667
D,marital_status,3,Chain 3,1.69230769230769,0.730769230769231
D,marital_status,3,Chain 4,2.15384615384615,1.14102564102564
D,marital_status,3,Chain 5,2.15384615384615,0.807692307692308
D,marital_status,4,Chain 1,1.69230769230769,0.397435897435897
D,marital_status,4,Chain 2,2.15384615384615,0.474358974358974
D,marital_status,4,Chain 3,1.76923076923077,0.858974358974359
D,marital_status,4,Chain 4,2.07692307692308,0.576923076923077
D,marital_status,4,Chain 5,1.61538461538462,0.256410256410256
D,marital_status,5,Chain 1,1.92307692307692,0.243589743589744
D,marital_status,5,Chain 2,1.92307692307692,0.243589743589744
D,marital_status,5,Chain 3,2.30769230769231,0.397435897435897
D,marital_status,5,Chain 4,1.84615384615385,0.641025641025641
D,marital_status,5,Chain 5,1.76923076923077,0.358974358974359
D,zip3_adi,1,Chain 1,42.46723141,207.795930513794
D,zip3_adi,1,Chain 2,47.2255947933333,75.1660353071993
D,zip3_adi,1,Chain 3,45.6025453233333,204.041407602105
D,zip3_adi,1,Chain 4,47.2255947933333,75.1660353071993
D,zip3_adi,1,Chain 5,34.88422927,81.9686070304503
D,zip3_adi,2,Chain 1,52.62410741,76.0421613233714
D,zip3_adi,2,Chain 2,53.5480105466667,50.7269528423894
D,zip3_adi,2,Chain 3,56.21422451,6.38799364176154
D,zip3_adi,2,Chain 4,45.41357414,128.101773035534
D,zip3_adi,2,Chain 5,39.7677471866667,6.03763283271941
D,zip3_adi,3,Chain 1,45.6025453233333,204.041407602105
D,zip3_adi,3,Chain 2,42.1680608633333,210.57689330364
D,zip3_adi,3,Chain 3,39.44972382,103.009696083358
D,zip3_adi,3,Chain 4,52.62410741,76.0421613233714
D,zip3_adi,3,Chain 5,45.8851745066667,214.138826745148
D,zip3_adi,4,Chain 1,43.1668374633333,136.884732657724
D,zip3_adi,4,Chain 2,51.6412660933333,124.245076621555
D,zip3_adi,4,Chain 3,41.88543168,197.32777978048
D,zip3_adi,4,Chain 4,46.0778967533333,93.9539519620123
D,zip3_adi,4,Chain 5,32.4267676,23.0131577298467
D,zip3_adi,5,Chain 1,37.9219838133333,62.0162678949352
D,zip3_adi,5,Chain 2,43.5244164333333,33.1132732535442
D,zip3_adi,5,Chain 3,39.75901844,149.248844639165
D,zip3_adi,5,Chain 4,40.5881977766667,142.664300697807
D,zip3_adi,5,Chain 5,45.6025453233333,204.041407602105
D,temp_c_mean,1,Chain 1,36.8402559622276,0.285207818688261
D,temp_c_mean,1,Chain 2,36.7402538267217,0.267644025919643
D,temp_c_mean,1,Chain 3,36.8303185648159,0.262430450896338
D,temp_c_mean,1,Chain 4,36.7835961826343,0.26882312368561
D,temp_c_mean,1,Chain 5,36.8083526545748,0.283436933722652
D,temp_c_mean,2,Chain 1,36.7588409305996,0.306641743799461
D,temp_c_mean,2,Chain 2,36.8103210380047,0.281877466000013
D,temp_c_mean,2,Chain 3,36.7897982078195,0.287104417443198
D,temp_c_mean,2,Chain 4,36.8070530427548,0.289158510918831
D,temp_c_mean,2,Chain 5,36.7618816274611,0.314945779389133
D,temp_c_mean,3,Chain 1,36.8288321603066,0.262502930548704
D,temp_c_mean,3,Chain 2,36.8583156197743,0.322042600696595
D,temp_c_mean,3,Chain 3,36.8010301766371,0.317715260609833
D,temp_c_mean,3,Chain 4,36.8054988474803,0.310954667066161
D,temp_c_mean,3,Chain 5,36.7555850270715,0.301752216338351
D,temp_c_mean,4,Chain 1,36.7868129559984,0.343900568198252
D,temp_c_mean,4,Chain 2,36.8499989651856,0.365049091397133
D,temp_c_mean,4,Chain 3,36.7652684988972,0.236063495025268
D,temp_c_mean,4,Chain 4,36.8285210591173,0.288265084642485
D,temp_c_mean,4,Chain 5,36.8144199001134,0.269597838645008
D,temp_c_mean,5,Chain 1,36.8488603456519,0.358048236780543
D,temp_c_mean,5,Chain 2,36.7420673756777,0.274052540657122
D,temp_c_mean,5,Chain 3,36.7575425904862,0.380602005378039
D,temp_c_mean,5,Chain 4,36.7413909254412,0.370851650865894
D,temp_c_mean,5,Chain 5,36.8533437205844,0.329273457605875
D,heart_rate_mean,1,Chain 1,79.6746408653385,214.859169015649
D,heart_rate_mean,1,Chain 2,79.095045670514,236.166678136821
D,heart_rate_mean,1,Chain 3,81.7738989216499,244.000827136028
D,heart_rate_mean,1,Chain 4,76.760941665518,202.5229616434
D,heart_rate_mean,1,Chain 5,81.6887174128928,231.780162154191
D,heart_rate_mean,2,Chain 1,81.6144744805115,276.080577324592
D,heart_rate_mean,2,Chain 2,78.4451350734259,209.006345065827
D,heart_rate_mean,2,Chain 3,80.6391417086799,290.962537443924
D,heart_rate_mean,2,Chain 4,80.1451295591047,245.956227445573
D,heart_rate_mean,2,Chain 5,81.5280036050264,222.310451073126
D,heart_rate_mean,3,Chain 1,81.8904848245111,249.154420373674
D,heart_rate_mean,3,Chain 2,81.3405933562296,230.18671921576
D,heart_rate_mean,3,Chain 3,78.6973587918345,223.121155719537
D,heart_rate_mean,3,Chain 4,77.6601349959483,253.549773530008
D,heart_rate_mean,3,Chain 5,78.6899748411825,239.34180968
D,heart_rate_mean,4,Chain 1,79.0203616894774,207.323955578589
D,heart_rate_mean,4,Chain 2,83.195895780349,244.439089679376
D,heart_rate_mean,4,Chain 3,80.5133572331183,257.727465965665
D,heart_rate_mean,4,Chain 4,80.1978233970637,204.843641541933
D,heart_rate_mean,4,Chain 5,79.0621847507401,221.150482524974
D,heart_rate_mean,5,Chain 1,81.1531096331572,260.016121808526
D,heart_rate_mean,5,Chain 2,80.1465377283546,260.909951072291
D,heart_rate_mean,5,Chain 3,79.8344589174874,214.875186320438
D,heart_rate_mean,5,Chain 4,78.681944969363,253.876378118067
D,heart_rate_mean,5,Chain 5,82.0346245744764,267.479645772385
D,resp_rate_mean,1,Chain 1,23.0201473110806,150.876507117835
D,resp_rate_mean,1,Chain 2,22.4048632230073,148.50085109153
D,resp_rate_mean,1,Chain 3,22.5046465335809,156.967057751842
D,resp_rate_mean,1,Chain 4,20.8884465883191,139.613799539055
D,resp_rate_mean,1,Chain 5,21.914795100287,131.460530160841
D,resp_rate_mean,2,Chain 1,23.0309696873559,149.685867261416
D,resp_rate_mean,2,Chain 2,23.0628609160748,149.347006270506
D,resp_rate_mean,2,Chain 3,24.0872608105354,161.551527072315
D,resp_rate_mean,2,Chain 4,22.0763643675669,144.829902021284
D,resp_rate_mean,2,Chain 5,22.011307495015,132.751830220168
D,resp_rate_mean,3,Chain 1,20.6938995502193,134.665093663016
D,resp_rate_mean,3,Chain 2,21.1278765707937,132.765761036065
D,resp_rate_mean,3,Chain 3,23.4844607807619,164.041262661274
D,resp_rate_mean,3,Chain 4,22.1543543927379,140.00532340845
D,resp_rate_mean,3,Chain 5,25.4892976393892,196.574038197949
D,resp_rate_mean,4,Chain 1,23.9878298077832,164.331808060953
D,resp_rate_mean,4,Chain 2,22.8947012322279,140.600858221714
D,resp_rate_mean,4,Chain 3,22.6886609528239,146.360030352037
D,resp_rate_mean,4,Chain 4,22.2634057534692,139.211687002244
D,resp_rate_mean,4,Chain 5,22.1393287718197,125.793299500212
D,resp_rate_mean,5,Chain 1,24.7597026966823,175.534449751611
D,resp_rate_mean,5,Chain 2,21.6803730390456,127.58050409206
D,resp_rate_mean,5,Chain 3,23.0824765626039,162.122777768467
D,resp_rate_mean,5,Chain 4,22.5502646145002,153.094930472577
